non_occluded_path,occluded_path,emotion_class,dataset_source,split
RAFDB\RAF-DB\train\1_surprised\train_05057_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05057_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0033533.jpg,AffectNet\surprise\image0033533.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BM29SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM29SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Naomi_Watts_0018.jpg,LFW\M-LFW-FER-masks\train\positive\Naomi_Watts_0018_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_00112_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00112_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0011211.jpg,AffectNet\surprise\image0011211.jpg,surprised,AffectNet,train
AffectNet\surprise\image0007120.jpg,AffectNet\surprise\image0007120.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Kim_Jong-Il_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Kim_Jong-Il_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jack_Knowlton_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Jack_Knowlton_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Colin_Powell_0116.jpg,LFW\M-LFW-FER-masks\train\positive\Colin_Powell_0116_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM28SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM28SUHL.jpg,surprised,KDEF,train
AffectNet\surprise\ffhq_619.png,AffectNet\surprise\ffhq_619.png,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_04146_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04146_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Janet_Leigh_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Janet_Leigh_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_09060_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_09060_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0021020.jpg,AffectNet\surprise\image0021020.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Rahul_Dravid_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Rahul_Dravid_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Catherine_Zeta-Jones_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Catherine_Zeta-Jones_0005_mask.png,surprised,LFW,train
AffectNet\surprise\image0021809.jpg,AffectNet\surprise\image0021809.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Gray_Davis_0022.jpg,LFW\M-LFW-FER-masks\train\positive\Gray_Davis_0022_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Dwayne_Wade_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Dwayne_Wade_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jim_Paxson_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Jim_Paxson_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Ann_Veneman_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Ann_Veneman_0004_mask.png,surprised,LFW,train
AffectNet\surprise\image0018943.jpg,AffectNet\surprise\image0018943.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\eval\positive\TJ_Ford_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\TJ_Ford_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04379_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04379_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Natalia_Dmitrieva_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Natalia_Dmitrieva_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0033227.jpg,AffectNet\surprise\image0033227.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Erika_Christensen_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Erika_Christensen_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Renee_Zellweger_0016.jpg,LFW\M-LFW-FER-masks\train\positive\Renee_Zellweger_0016_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Eileen_Coparropa_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Eileen_Coparropa_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Tang_Jiaxuan_0004.jpg,LFW\M-LFW-FER-masks\eval\positive\Tang_Jiaxuan_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Garry_Trudeau_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Garry_Trudeau_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Curtis_Joseph_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Curtis_Joseph_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM15SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM15SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Candie_Kung_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Candie_Kung_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Hugo_Chavez_0025.jpg,LFW\M-LFW-FER-masks\train\positive\Hugo_Chavez_0025_mask.png,surprised,LFW,train
AffectNet\surprise\image0031988.jpg,AffectNet\surprise\image0031988.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Gerhard_Schroeder_0093.jpg,LFW\M-LFW-FER-masks\train\positive\Gerhard_Schroeder_0093_mask.png,surprised,LFW,train
AffectNet\surprise\image0033368.jpg,AffectNet\surprise\image0033368.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Sofia_Milos_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sofia_Milos_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Caio_Blat_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Caio_Blat_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0034508.jpg,AffectNet\surprise\image0034508.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Lance_Armstrong_0012.jpg,LFW\M-LFW-FER-masks\train\positive\Lance_Armstrong_0012_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Bertrand_Bonello_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Bertrand_Bonello_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0034227.jpg,AffectNet\surprise\image0034227.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BM05SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM05SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Karol_Kucera_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Karol_Kucera_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Khatol_Mohammad_Zai_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Khatol_Mohammad_Zai_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Kate_Winslet_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Kate_Winslet_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\King_Abdullah_II_0002.jpg,LFW\M-LFW-FER-masks\train\positive\King_Abdullah_II_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0013074.jpg,AffectNet\surprise\image0013074.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_01436_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01436_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Elijah_Wood_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Elijah_Wood_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0019495.jpg,AffectNet\surprise\image0019495.jpg,surprised,AffectNet,train
AffectNet\surprise\image0033801.jpg,AffectNet\surprise\image0033801.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Shane_Loux_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Shane_Loux_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0031968.jpg,AffectNet\surprise\image0031968.jpg,surprised,AffectNet,train
AffectNet\surprise\ffhq_435.png,AffectNet\surprise\ffhq_435.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\David_Beckham_0030.jpg,LFW\M-LFW-FER-masks\train\positive\David_Beckham_0030_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_07380_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07380_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Patricia_Phillips_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Patricia_Phillips_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Gerhard_Schroeder_0076.jpg,LFW\M-LFW-FER-masks\train\positive\Gerhard_Schroeder_0076_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Ornella_Muti_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ornella_Muti_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0013018.jpg,AffectNet\surprise\image0013018.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_02852_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_02852_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\ffhq_295.png,AffectNet\surprise\ffhq_295.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Danis_Tanovic_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Danis_Tanovic_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0023849.jpg,AffectNet\surprise\image0023849.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_04075_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04075_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\eval\positive\Valentino_Rossi_0006.jpg,LFW\M-LFW-FER-masks\eval\positive\Valentino_Rossi_0006_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04349_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04349_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Junichiro_Koizumi_0052.jpg,LFW\M-LFW-FER-masks\train\positive\Junichiro_Koizumi_0052_mask.png,surprised,LFW,train
AffectNet\surprise\image0033814.jpg,AffectNet\surprise\image0033814.jpg,surprised,AffectNet,train
AffectNet\surprise\image0018986.jpg,AffectNet\surprise\image0018986.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Nia_Vardalos_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Nia_Vardalos_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0034845.jpg,AffectNet\surprise\image0034845.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_04507_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04507_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Jim_Edmonds_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Jim_Edmonds_0002_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_01257_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01257_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_03441_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_03441_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0033632.jpg,AffectNet\surprise\image0033632.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Rebecca_Romijn-Stamos_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Rebecca_Romijn-Stamos_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0029047.jpg,AffectNet\surprise\image0029047.jpg,surprised,AffectNet,train
AffectNet\surprise\image0034507.jpg,AffectNet\surprise\image0034507.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\George_W_Bush_0249.jpg,LFW\M-LFW-FER-masks\train\positive\George_W_Bush_0249_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_00062_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00062_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\George_W_Bush_0417.jpg,LFW\M-LFW-FER-masks\train\positive\George_W_Bush_0417_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Gerhard_Schroeder_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Gerhard_Schroeder_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Robert_Evans_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Robert_Evans_0003_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Lucie_Lapovsky_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Lucie_Lapovsky_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Norm_Coleman_0006.jpg,LFW\M-LFW-FER-masks\train\positive\Norm_Coleman_0006_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Fruit_Chan_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Fruit_Chan_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0034155.jpg,AffectNet\surprise\image0034155.jpg,surprised,AffectNet,train
AffectNet\surprise\image0030285.jpg,AffectNet\surprise\image0030285.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Carmen_Electra_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Carmen_Electra_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\David_Beckham_0008.jpg,LFW\M-LFW-FER-masks\train\positive\David_Beckham_0008_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Robert_Duvall_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Robert_Duvall_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jose_Cevallos_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Jose_Cevallos_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_05343_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05343_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0012430.jpg,AffectNet\surprise\image0012430.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\eval\positive\Yasser_Arafat_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Yasser_Arafat_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_07425_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07425_aligned.jpg,surprised,RAFDB,train
KDEF\KDEF_Sorted_Resized\surprised\AM17SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM17SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Julio_Cesar_Franco_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Julio_Cesar_Franco_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04458_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04458_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Cruz_Bustamante_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Cruz_Bustamante_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Darvis_Patton_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Darvis_Patton_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0025002.jpg,AffectNet\surprise\image0025002.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BF21SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF21SUHL.jpg,surprised,KDEF,train
AffectNet\surprise\image0004573.jpg,AffectNet\surprise\image0004573.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_00044_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00044_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Penelope_Cruz_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Penelope_Cruz_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Paul_Schrader_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Paul_Schrader_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Lesley_Flood_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Lesley_Flood_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BM12SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM12SUHR.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Pedro_Almodovar_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Pedro_Almodovar_0005_mask.png,surprised,LFW,train
AffectNet\surprise\ffhq_290.png,AffectNet\surprise\ffhq_290.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Dagmar_Dunlevy_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Dagmar_Dunlevy_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0010019.jpg,AffectNet\surprise\image0010019.jpg,surprised,AffectNet,train
AffectNet\surprise\image0022034.jpg,AffectNet\surprise\image0022034.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BF24SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF24SUS.jpg,surprised,KDEF,train
AffectNet\surprise\image0001644.jpg,AffectNet\surprise\image0001644.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\AM29SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM29SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Colin_Powell_0164.jpg,LFW\M-LFW-FER-masks\train\positive\Colin_Powell_0164_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Mauro_Viza_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Mauro_Viza_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Naomi_Watts_0016.jpg,LFW\M-LFW-FER-masks\train\positive\Naomi_Watts_0016_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Gloria_Macapagal_Arroyo_0017.jpg,LFW\M-LFW-FER-masks\train\positive\Gloria_Macapagal_Arroyo_0017_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04559_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04559_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\eval\positive\Tony_Blair_0078.jpg,LFW\M-LFW-FER-masks\eval\positive\Tony_Blair_0078_mask.png,surprised,LFW,train
AffectNet\surprise\image0014193.jpg,AffectNet\surprise\image0014193.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Chok_Tong_Goh_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Chok_Tong_Goh_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0021961.jpg,AffectNet\surprise\image0021961.jpg,surprised,AffectNet,train
AffectNet\surprise\ffhq_456.png,AffectNet\surprise\ffhq_456.png,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_07849_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07849_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Arnold_Schwarzenegger_0035.jpg,LFW\M-LFW-FER-masks\train\positive\Arnold_Schwarzenegger_0035_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Bobby_Bowden_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Bobby_Bowden_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Wu_Yi_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Wu_Yi_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BF18SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF18SUHR.jpg,surprised,KDEF,train
AffectNet\surprise\ffhq_638.png,AffectNet\surprise\ffhq_638.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Jim_Cantalupo_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Jim_Cantalupo_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AF30SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AF30SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Max_von_Sydow_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Max_von_Sydow_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_01782_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01782_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Martha_Lucia_Ramirez_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Martha_Lucia_Ramirez_0003_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jacques_Chirac_0047.jpg,LFW\M-LFW-FER-masks\train\positive\Jacques_Chirac_0047_mask.png,surprised,LFW,train
AffectNet\surprise\image0016757.jpg,AffectNet\surprise\image0016757.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_04055_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04055_aligned.jpg,surprised,RAFDB,train
KDEF\KDEF_Sorted_Resized\surprised\BF33SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF33SUHR.jpg,surprised,KDEF,train
KDEF\KDEF_Sorted_Resized\surprised\AM11SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM11SUHR.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Hu_Jintao_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Hu_Jintao_0003_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM35SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM35SUHL.jpg,surprised,KDEF,train
AffectNet\surprise\image0031273.jpg,AffectNet\surprise\image0031273.jpg,surprised,AffectNet,train
AffectNet\surprise\image0003583.jpg,AffectNet\surprise\image0003583.jpg,surprised,AffectNet,train
AffectNet\surprise\image0022723.jpg,AffectNet\surprise\image0022723.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Aparna_Pillai_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Aparna_Pillai_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Zhu_Rongji_0003.jpg,LFW\M-LFW-FER-masks\eval\positive\Zhu_Rongji_0003_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\David_Stern_0001.jpg,LFW\M-LFW-FER-masks\train\positive\David_Stern_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Sandra_Day_OConner_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sandra_Day_OConner_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM15SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM15SUHR.jpg,surprised,KDEF,train
KDEF\KDEF_Sorted_Resized\surprised\BF03SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF03SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\eval\positive\TA_McLendon_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\TA_McLendon_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BF35SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF35SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Max_Biaggi_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Max_Biaggi_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_07081_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07081_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Hama_Arba_Diallo_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Hama_Arba_Diallo_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0010783.jpg,AffectNet\surprise\image0010783.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Alec_Baldwin_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Alec_Baldwin_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04771_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04771_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_05007_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05007_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Andrei_Mikhnevich_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Andrei_Mikhnevich_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0027192.jpg,AffectNet\surprise\image0027192.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Daryl_Hannah_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Daryl_Hannah_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Alexandre_Despatie_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Alexandre_Despatie_0001_mask.png,surprised,LFW,train
